年月日,時刻,IDm,学籍番号
2020-01-29,08:35:48,012E44A7A5185BA4
2020-01-29,08:41:50,012E44A7A5188758
2020-01-29,08:42:53,012E44A7A515A75C
2020-01-29,08:47:06,012E44A7A518A145
2020-01-29,08:47:15,012E44A7A5123042
2020-01-29,08:51:58,012E44A7A5157E58
2020-01-29,08:52:19,012E44A7A515A494
2020-01-29,08:52:57,012E44A7A5152584
2020-01-29,08:56:30,012E44A7A5182058
2020-01-29,08:58:46,012E44A7A518712C
2020-01-29,08:59:15,012E44A7A5158B31
2020-01-29,08:59:36,012E44A7A518AB94
2020-01-29,09:00:54,012E44A7A5159335
2020-01-29,09:05:45,012E44A7A5185F32
2020-01-29,09:06:24,012E44A7A518527D
2020-01-29,09:06:42,012E44A7A5157F61
2020-01-29,09:06:44,012E44A7A5155770
2020-01-29,09:06:48,012E44A7A5156A5A
2020-01-29,09:07:07,012E44A7A5116953
2020-01-29,09:10:46,012E44A7A515305C
2020-01-29,09:11:25,012E44A7A5188329
2020-01-29,09:12:02,012E44A7A5187159
2020-01-29,09:14:35,012E44A7A51832AB
2020-01-29,09:15:33,012E44A7A5123C39
2020-01-29,09:15:38,012E44A7A515317D
2020-01-29,09:17:12,012E44A7A518807A
2020-01-29,09:25:12,012E44A7A515235C
