年月日,時刻,IDm,学籍番号
2019-11-25,08:44:16,012E44A7A5185F32
2019-11-25,08:47:23,012E44A7A5185BA4
2019-11-25,08:49:10,012E44A7A5158B31
2019-11-25,08:51:35,012E44A7A518AB94
2019-11-25,08:52:13,012E44A7A51832AB
2019-11-25,08:52:34,012E44A7A515235C
2019-11-25,08:53:32,012E44A7A5123042
2019-11-25,08:54:02,012E44A7A5155770
2019-11-25,08:58:22,012E44A7A5187159
2019-11-25,08:58:46,012E44A7A518527D
2019-11-25,08:59:11,012E44A7A5156A5A
2019-11-25,08:59:37,012E44A7A515317D
2019-11-25,08:59:41,012E44A7A5123C39
2019-11-25,09:00:06,012E44A7A5157E58
2019-11-25,09:00:27,012E44A7A5152584
2019-11-25,09:00:44,012E44A7A515A75C
2019-11-25,09:02:14,012E44A7A515A494
2019-11-25,09:03:47,012E44A7A5116953
2019-11-25,09:03:55,012E44A7A515305C
2019-11-25,09:04:50,012E44A7A518712C
2019-11-25,09:05:55,012E44A7A5159335
2019-11-25,09:06:17,012E44A7A518A145
2019-11-25,09:06:20,012E44A7A518807A
2019-11-25,09:07:12,012E44A7A5157F61
2019-11-25,09:07:20,012E44A7A5182058
2019-11-25,09:14:24,012E44A7A5188329
2019-11-25,09:20:10,012E44A7A5188758
