年月日,時刻,IDm,学籍番号
2019-10-07,08:47:27,012E44A7A5182058
2019-10-07,08:48:09,012E44A7A5188329
2019-10-07,08:49:04,012E44A7A5123C39
2019-10-07,08:49:58,012E44A7A518AB94
2019-10-07,08:50:20,012E44A7A5156A5A
2019-10-07,08:50:21,012E44A7A5152584
2019-10-07,08:50:32,012E44A7A5185BA4
2019-10-07,08:51:44,012E44A7A5157E58
2019-10-07,08:52:04,012E44A7A5155770
2019-10-07,08:52:55,012E44A7A518712C
2019-10-07,08:53:04,012E44A7A5158B31
2019-10-07,08:53:09,012E44A7A5188758
2019-10-07,08:53:36,012E44A7A515A494
2019-10-07,08:54:39,012E44A7A518527D
2019-10-07,08:54:43,012E44A7A5159335
2019-10-07,08:54:52,012E44A7A515317D
2019-10-07,08:55:10,012E44A7A51832AB
2019-10-07,08:55:35,012E44A7A518807A
2019-10-07,08:56:07,012E44A7A5116953
2019-10-07,08:56:08,012E44A7A515235C
2019-10-07,08:56:43,012E44A7A515305C
2019-10-07,08:56:54,012E44A7A515A75C
2019-10-07,08:57:52,012E44A7A5123042
2019-10-07,08:58:32,012E44A7A5185F32
2019-10-07,08:58:59,012E44A7A518A145
2019-10-07,09:00:40,012E44A7A5187159
2019-10-07,09:04:37,012E44A7A5157F61
