年月日,時刻,IDm,学籍番号
2019-10-21,08:42:21,012E44A7A5157F61
2019-10-21,08:43:11,012E44A7A5157E58
2019-10-21,08:44:02,012E44A7A5116953
2019-10-21,08:44:16,012E44A7A518807A
2019-10-21,08:46:37,012E44A7A51832AB
2019-10-21,08:47:16,012E44A7A518712C
2019-10-21,08:48:33,012E44A7A5159335
2019-10-21,08:50:15,012E44A7A5152584
2019-10-21,08:50:17,012E44A7A5123C39
2019-10-21,08:50:34,012E44A7A515A75C
2019-10-21,08:51:38,012E44A7A5188329
2019-10-21,08:52:04,012E44A7A515317D
2019-10-21,08:52:37,012E44A7A518AB94
2019-10-21,08:53:36,012E44A7A5185F32
2019-10-21,08:55:17,012E44A7A518527D
2019-10-21,08:55:28,012E44A7A5188758
2019-10-21,08:55:30,012E44A7A5158B31
2019-10-21,08:56:20,012E44A7A518A145
2019-10-21,08:57:20,012E44A7A515235C
2019-10-21,08:57:42,012E44A7A5156A5A
2019-10-21,08:58:33,012E44A7A5155770
2019-10-21,08:59:01,012E44A7A5123042
2019-10-21,08:59:38,012E44A7A5187159
2019-10-21,09:01:29,012E44A7A515305C
2019-10-21,09:02:09,012E44A7A5182058
2019-10-21,09:03:20,012E44A7A515A494
2019-10-21,09:04:48,012E44A7A5185BA4
