年月日,時刻,IDm,学籍番号
2020-01-06,08:49:21,012E44A7A5182058
2020-01-06,08:49:34,012E44A7A5159335
2020-01-06,08:51:14,012E44A7A515A75C
2020-01-06,08:52:56,012E44A7A515235C
2020-01-06,08:54:25,012E44A7A518527D
2020-01-06,08:57:07,012E44A7A5187159
2020-01-06,08:58:09,012E44A7A51832AB
2020-01-06,08:58:44,012E44A7A518712C
2020-01-06,08:58:50,012E44A7A5157E58
2020-01-06,08:59:46,012E44A7A518A145
2020-01-06,08:59:51,012E44A7A5116953
2020-01-06,09:00:36,012E44A7A5185BA4
2020-01-06,09:00:43,012E44A7A515305C
2020-01-06,09:01:29,012E44A7A5123042
2020-01-06,09:02:41,012E44A7A5188758
2020-01-06,09:04:19,012E44A7A5188329
2020-01-06,09:04:20,012E44A7A5156A5A
2020-01-06,09:05:27,012E44A7A5155770
2020-01-06,09:06:44,012E44A7A515A494
2020-01-06,09:10:15,012E44A7A5185F32
2020-01-06,09:10:22,012E44A7A518807A
2020-01-06,09:11:48,012E44A7A5157F61
2020-01-06,09:11:56,012E44A7A518AB94
2020-01-06,09:17:10,012E44A7A5123C39
2020-01-06,09:17:15,012E44A7A5152584
2020-01-06,09:18:11,012E44A7A5158B31
2020-01-06,09:24:47,012E44A7A515317D
