年月日,時刻,IDm,学籍番号
2019-12-09,08:47:31,012E44A7A515235C
2019-12-09,08:50:02,012E44A7A5157F61
2019-12-09,08:50:23,012E44A7A5157E58
2019-12-09,08:50:27,012E44A7A515317D
2019-12-09,08:51:12,012E44A7A5116953
2019-12-09,08:53:53,012E44A7A515A75C
2019-12-09,08:54:16,012E44A7A5188329
2019-12-09,08:54:32,012E44A7A5185F32
2019-12-09,08:54:55,012E44A7A515305C
2019-12-09,08:55:41,012E44A7A5159335
2019-12-09,08:57:02,012E44A7A5123C39
2019-12-09,08:57:33,012E44A7A5188758
2019-12-09,08:58:24,012E44A7A518A145
2019-12-09,08:59:09,012E44A7A5158B31
2019-12-09,08:59:33,012E44A7A518527D
2019-12-09,08:59:54,012E44A7A5182058
2019-12-09,09:00:34,012E44A7A5152584
2019-12-09,09:00:55,012E44A7A518712C
2019-12-09,09:05:16,012E44A7A515A494
2019-12-09,09:05:39,012E44A7A5155770
2019-12-09,09:06:31,012E44A7A5156A5A
2019-12-09,09:06:40,012E44A7A5185BA4
2019-12-09,09:12:12,012E44A7A51832AB
2019-12-09,09:13:17,012E44A7A518AB94
2019-12-09,09:18:37,012E44A7A5123042
2019-12-09,09:20:10,012E44A7A5187159
2019-12-09,09:36:55,012E44A7A518807A
